2377.710960606558|16.62734738125202|1|4.988395929336548|15|0|1
750.6162869822605|11.491211458331207|1|2.7257180213928223|10|1|1
2797.8543596002155|18.6412857864992|1|3.3728795051574707|15|2|1
4679.559438113802|14.890114994136626|1|3.1879453659057617|12|3|1
7955.88991975319|17.889752186491283|1|2.9862213134765625|13|4|1
1702.9175821652084|18.537912823582662|1|2.7884902954101562|15|5|1
1066.8034821715112|15.217422605891725|1|2.670818328857422|13|6|1
854.4504063670927|16.84406757217218|1|2.600983142852783|12|7|1
9147.742528958803|18.683429365882343|1|3.1913044452667236|13|8|1
8580.827319835278|20.27591609935368|1|3.1824119091033936|13|9|1
2948.2964437332|16.111676468431043|1|2.6451358795166016|13|10|1
965.4833366578054|13.490507372034392|1|2.4760680198669434|9|11|1
1074.7220909296018|16.027163200047873|1|2.877065896987915|14|12|1
5389.054604969453|15.560865980042196|1|2.9858920574188232|12|13|1
1790.6456676552255|16.302874225439957|1|2.682542324066162|14|14|1
1401.4537965830905|16.117888561076306|1|2.837109327316284|13|15|1
2686.5193179995304|19.187155845541447|1|3.298306703567505|16|16|1
1975.2826286207926|16.17181521839688|1|2.982287645339966|12|17|1
4922.516373052213|16.31458613181211|1|2.966134786605835|14|18|1
4981.9906862373355|18.506025653585976|1|3.3944053649902344|16|19|1
8776.068609178577|18.588636264125057|1|3.008723020553589|12|20|1
20162.633398327565|16.982929732808998|1|3.213500499725342|15|21|1
2649.469685682471|20.08196518308033|1|3.1723039150238037|17|22|1
4213.200049151665|19.853145423962|1|3.0258946418762207|14|23|1
4800.054087428263|17.549243400687242|1|3.0192015171051025|14|24|1
